po_id,customer_id,po_date,po_amount,approval_status
PO200604,C01782,2024-06-21,17618,Pending
PO200605,C06036,2024-06-17,12712,Approved
PO200606,C01514,2024-10-01,15447,Approved
PO200607,C00411,2024-01-09,12058,Approved
PO200608,C08194,2024-08-16,23651,Approved
PO200609,C00183,2024-03-26,7976,Delayed
PO200610,C08672,2024-04-16,23584,Approved
PO200611,C01446,2024-11-21,12404,Approved
PO200612,C00194,2024-01-06,4564,Approved
PO200613,C00334,2024-03-27,4658,Approved
PO200614,C07277,2024-01-03,19159,Approved
PO200615,C09011,2024-10-07,22241,Approved
PO200616,C01047,2024-02-11,13724,Delayed
PO200617,C09230,2024-09-16,6512,Approved
PO200618,C00110,2024-12-09,7143,Pending
PO200619,C02326,2024-05-08,4040,Approved
PO200620,C05037,2024-07-19,16899,Pending
PO200621,C00269,2024-05-04,13362,Approved
PO200622,C01203,2024-05-13,15340,Approved
PO200623,C08161,2024-08-22,3811,Approved
PO200624,C01626,2024-01-19,8877,Approved
PO200625,C06162,2024-06-10,19346,Pending
PO200626,C05201,2024-08-08,12336,Delayed
PO200627,C07043,2024-02-01,7922,Approved
PO200628,C05056,2024-10-27,16263,Delayed
PO200629,C03569,2024-12-16,22153,Approved
PO200630,C04557,2024-10-11,12405,Pending
PO200631,C05617,2024-03-09,15622,Approved
PO200632,C05316,2024-01-31,18520,Approved
PO200633,C08820,2024-09-29,7020,Approved
PO200634,C04972,2024-10-30,19409,Pending
PO200635,C02115,2024-06-28,6899,Approved
PO200636,C05303,2024-11-14,24175,Pending
PO200637,C00912,2024-05-16,7229,Approved
PO200638,C07391,2024-09-02,21391,Approved
PO200639,C05054,2024-04-29,11126,Approved
PO200640,C06652,2024-04-10,7251,Pending
PO200641,C07702,2024-03-07,22836,Approved
PO200642,C02427,2024-05-10,5314,Delayed
PO200643,C00332,2024-03-28,14453,Approved
PO200644,C09143,2024-01-05,18576,Approved
PO200645,C06286,2024-03-03,6676,Pending
PO200646,C08046,2024-08-30,18253,Approved
PO200647,C07801,2024-01-28,12377,Approved
PO200648,C00344,2024-04-29,16593,Approved
PO200649,C05648,2024-07-10,21847,Approved
PO200650,C01118,2024-04-25,3422,Approved
PO200651,C02906,2024-04-10,21701,Approved
PO200652,C01302,2024-12-18,10632,Delayed
PO200653,C05553,2024-04-27,3264,Pending
PO200654,C04344,2024-04-16,5530,Pending
PO200655,C06221,2024-05-26,12980,Approved
PO200656,C01385,2024-11-14,14675,Approved
PO200657,C09626,2024-02-04,2243,Approved
PO200658,C03183,2024-10-27,21557,Delayed
PO200659,C00047,2024-03-21,5736,Approved
PO200660,C04189,2024-07-10,22473,Delayed
PO200661,C07834,2024-01-24,21832,Pending
PO200662,C05742,2024-06-28,18616,Approved
PO200663,C03105,2024-01-30,17764,Delayed
PO200664,C07032,2024-03-24,23284,Pending
PO200665,C07250,2024-06-17,18616,Approved
PO200666,C02806,2024-08-06,3436,Approved
PO200667,C03347,2024-10-24,3071,Approved
PO200668,C02580,2024-11-13,6902,Approved
PO200669,C07124,2024-05-17,10922,Delayed
PO200670,C00773,2024-10-09,20891,Approved
PO200671,C06208,2024-01-11,24207,Approved
PO200672,C09328,2024-10-25,520,Approved
PO200673,C03574,2024-06-13,17456,Pending
PO200674,C09635,2024-05-24,12302,Approved
PO200675,C01126,2024-07-14,1924,Approved
PO200676,C05468,2024-09-26,5520,Pending
PO200677,C06756,2024-04-07,18395,Approved
PO200678,C01951,2024-01-09,13091,Approved
PO200679,C05006,2024-03-29,10423,Approved
PO200680,C01160,2024-01-22,2166,Approved
PO200681,C01667,2024-03-16,13543,Approved
PO200682,C07423,2024-10-13,16373,Pending
PO200683,C09225,2024-05-09,16462,Approved
PO200684,C08127,2024-09-28,8960,Approved
PO200685,C05219,2024-06-14,16257,Approved
PO200686,C06208,2024-02-26,5632,Approved
PO200687,C07307,2024-09-02,19145,Pending
PO200688,C09351,2024-09-24,15493,Approved
PO200689,C02324,2024-02-08,17397,Approved
PO200690,C08809,2024-02-02,4856,Approved
PO200691,C00339,2024-09-05,21007,Approved
PO200692,C00111,2024-12-17,18482,Approved
PO200693,C08844,2024-08-02,22380,Approved
PO200694,C05589,2024-03-02,22092,Approved
PO200695,C02097,2024-10-20,9376,Approved
PO200696,C08140,2024-01-05,4837,Approved
PO200697,C00078,2024-02-17,11504,Approved
PO200698,C05011,2024-03-22,3571,Approved
PO200699,C07606,2024-08-26,2270,Approved
PO200700,C09646,2024-06-25,7392,Delayed
PO200701,C04763,2024-11-17,19027,Delayed
PO200702,C07957,2024-11-20,23179,Approved
PO200703,C09910,2024-07-20,3080,Pending
PO200704,C02031,2024-11-29,6594,Approved
PO200705,C00466,2024-10-28,19775,Approved
PO200706,C06246,2024-05-22,23391,Approved
PO200707,C07438,2024-08-03,18630,Approved
PO200708,C08304,2024-07-18,15121,Approved
PO200709,C03514,2024-06-13,20501,Approved
PO200710,C09733,2024-07-05,7036,Pending
PO200711,C01279,2024-11-05,7361,Approved
PO200712,C04103,2024-06-21,7217,Pending
PO200713,C09878,2024-07-02,12454,Pending
PO200714,C05404,2024-11-19,14594,Approved
PO200715,C02317,2024-01-28,14391,Pending
PO200716,C09769,2024-07-30,8424,Pending
PO200717,C05621,2024-08-26,4777,Approved
PO200718,C08737,2024-10-20,14322,Approved
PO200719,C09336,2024-06-27,15227,Approved
PO200720,C03173,2024-01-17,15768,Approved
PO200721,C06531,2024-05-31,11886,Approved
PO200722,C00460,2024-03-03,13457,Approved
PO200723,C06893,2024-12-07,14727,Delayed
PO200724,C06263,2024-03-28,15826,Approved
PO200725,C02257,2024-04-15,12268,Approved
PO200726,C05492,2024-03-09,11963,Approved
PO200727,C07478,2024-03-10,21929,Approved
PO200728,C06708,2024-08-08,21925,Pending
PO200729,C09896,2024-07-12,16291,Approved
PO200730,C03957,2024-12-14,1245,Approved
PO200731,C00765,2024-09-03,24098,Pending
PO200732,C09939,2024-01-04,16150,Pending
PO200733,C07300,2024-09-30,2383,Approved
PO200734,C08146,2024-06-02,22708,Delayed
PO200735,C09496,2024-03-24,10727,Approved
PO200736,C03620,2024-12-13,23955,Approved
PO200737,C07853,2024-07-12,584,Approved
PO200738,C03949,2024-10-19,14341,Approved
PO200739,C07802,2024-12-03,14607,Approved
PO200740,C00438,2024-10-21,12881,Delayed
PO200741,C05876,2024-02-21,3461,Approved
PO200742,C05587,2024-08-01,5051,Delayed
PO200743,C07204,2024-03-29,20714,Approved
PO200744,C00531,2024-08-15,15349,Delayed
PO200745,C07317,2024-02-12,14834,Approved
PO200746,C06038,2024-09-20,7914,Pending
PO200747,C07727,2024-03-03,21786,Approved
PO200748,C03928,2024-02-19,11481,Pending
PO200749,C03147,2024-03-31,13011,Approved
PO200750,C00907,2024-02-26,12261,Approved
PO200751,C08029,2024-02-22,14361,Approved
PO200752,C06197,2024-02-23,9764,Approved
PO200753,C02524,2024-05-07,1883,Approved
PO200754,C09110,2024-11-08,22238,Pending
PO200755,C06402,2024-01-24,7506,Approved
PO200756,C06131,2024-12-24,7644,Pending
PO200757,C08993,2024-03-22,16926,Approved
PO200758,C09882,2024-10-31,12099,Approved
PO200759,C09785,2024-09-01,12140,Approved
PO200760,C07814,2024-01-30,3316,Approved
PO200761,C09530,2024-03-08,16025,Delayed
PO200762,C09647,2024-03-02,17906,Pending
PO200763,C06711,2024-05-08,10198,Approved
PO200764,C00581,2024-08-22,24694,Approved
PO200765,C05213,2024-07-26,5542,Approved
PO200766,C06560,2024-04-01,9657,Approved
PO200767,C01379,2024-12-21,21781,Approved
PO200768,C02505,2024-06-19,1423,Approved
PO200769,C06653,2024-05-11,3465,Pending
PO200770,C05970,2024-03-08,13692,Approved
PO200771,C00164,2024-07-30,18779,Approved
PO200772,C08542,2024-01-29,24552,Pending
PO200773,C04424,2024-09-18,3959,Approved
PO200774,C09218,2024-01-05,23457,Delayed
PO200775,C02336,2024-03-06,16880,Approved
PO200776,C00958,2024-12-23,11416,Approved
PO200777,C01455,2024-10-29,7378,Approved
PO200778,C01245,2024-04-14,19669,Approved
PO200779,C06752,2024-01-29,4755,Pending
PO200780,C08314,2024-06-20,5625,Approved
PO200781,C01458,2024-07-24,5663,Delayed
PO200782,C03813,2024-01-21,14954,Approved
PO200783,C09843,2024-10-23,7543,Approved
PO200784,C04073,2024-12-25,6231,Approved
PO200785,C08964,2024-06-30,7829,Approved
PO200786,C06213,2024-05-18,22895,Approved
PO200787,C01744,2024-06-08,2302,Pending
PO200788,C08924,2024-03-21,24612,Approved
PO200789,C04731,2024-06-01,19643,Approved
PO200790,C01683,2024-09-17,8100,Approved
PO200791,C04266,2024-09-21,24850,Approved
PO200792,C05772,2024-01-16,7364,Delayed
PO200793,C04528,2024-11-28,1537,Approved
PO200794,C09403,2024-03-14,5799,Pending
PO200795,C05308,2024-02-19,23017,Delayed
PO200796,C05749,2024-08-27,17592,Approved
PO200797,C06903,2024-04-13,13443,Approved
PO200798,C09364,2024-02-21,3695,Approved
PO200799,C09125,2024-04-28,19238,Pending
PO200800,C00211,2024-08-14,9468,Approved
PO200801,C09860,2024-11-05,2734,Pending
PO200802,C01613,2024-09-19,10097,Approved
PO200803,C05526,2024-10-21,15275,Approved
PO200804,C00083,2024-06-12,11746,Pending
PO200805,C06365,2024-07-25,8587,Approved
PO200806,C03851,2024-03-03,7147,Approved
PO200807,C05305,2024-11-12,22030,Pending
PO200808,C00798,2024-12-28,19153,Delayed
PO200809,C04609,2024-12-16,13350,Approved
PO200810,C05551,2024-04-27,4664,Pending
PO200811,C08209,2024-08-30,24081,Approved
PO200812,C00555,2024-07-18,15275,Pending
PO200813,C09519,2024-12-27,9037,Approved
PO200814,C04365,2024-01-23,6801,Approved
PO200815,C03305,2024-05-01,21113,Approved
PO200816,C07540,2024-12-11,9001,Approved
PO200817,C05531,2024-12-21,14064,Pending
PO200818,C09130,2024-08-16,558,Approved
PO200819,C05280,2024-11-01,20693,Approved
PO200820,C04618,2024-12-26,18939,Pending
PO200821,C04359,2024-11-17,13552,Approved
PO200822,C06505,2024-08-11,23922,Approved
PO200823,C05232,2024-10-12,1159,Approved
PO200824,C03897,2024-11-16,19716,Pending
PO200825,C03663,2024-10-20,1284,Approved
PO200826,C02370,2024-08-17,15746,Pending
PO200827,C09716,2024-12-11,6676,Pending
PO200828,C04864,2024-06-12,7967,Approved
PO200829,C06248,2024-06-18,3786,Approved
PO200830,C09117,2024-02-06,15768,Approved
PO200831,C01404,2024-02-29,9501,Approved
PO200832,C02494,2024-10-19,2609,Delayed
PO200833,C09279,2024-05-30,21352,Approved
PO200834,C08105,2024-03-15,17355,Delayed
PO200835,C09413,2024-07-14,19112,Approved
PO200836,C01711,2024-03-01,19774,Approved
PO200837,C04218,2024-04-19,9214,Pending
PO200838,C05777,2024-04-26,17470,Approved
PO200839,C05746,2024-01-17,14603,Approved
PO200840,C02705,2024-10-01,16458,Pending
PO200841,C08734,2024-08-16,2431,Delayed
PO200842,C06005,2024-06-27,9892,Approved
PO200843,C02301,2024-04-13,13765,Approved
PO200844,C05643,2024-07-09,7879,Approved
PO200845,C03179,2024-09-25,2052,Pending
PO200846,C02531,2024-07-04,19388,Approved
PO200847,C03988,2024-07-11,23814,Approved
PO200848,C02984,2024-11-23,1922,Approved
PO200849,C06662,2024-08-18,1772,Approved
PO200850,C01923,2024-02-06,3571,Approved
PO200851,C01926,2024-04-22,11041,Delayed
PO200852,C06776,2024-04-19,6242,Approved
PO200853,C06313,2024-11-02,24317,Approved
PO200854,C03685,2024-03-24,22165,Approved
PO200855,C05506,2024-06-17,6165,Approved
PO200856,C01557,2024-11-04,4310,Approved
PO200857,C07014,2024-01-18,12467,Approved
PO200858,C01937,2024-08-07,11839,Pending
PO200859,C05891,2024-04-15,3209,Approved
PO200860,C00188,2024-10-23,1874,Delayed
PO200861,C00915,2024-04-05,9487,Approved
PO200862,C05724,2024-02-29,9859,Approved
PO200863,C06612,2024-09-09,12201,Approved
PO200864,C02072,2024-01-31,5410,Approved
PO200865,C09290,2024-06-05,15861,Approved
PO200866,C02815,2024-09-24,2672,Approved
PO200867,C07766,2024-05-28,8173,Approved
PO200868,C09459,2024-05-22,1596,Approved
PO200869,C03607,2024-11-30,2988,Approved
PO200870,C01632,2024-08-16,2615,Approved
PO200871,C03353,2024-02-22,21846,Approved
PO200872,C04125,2024-09-08,7177,Approved
PO200873,C09391,2024-10-20,19814,Approved
PO200874,C09305,2024-11-27,3799,Approved
PO200875,C09742,2024-06-11,6888,Pending
PO200876,C03192,2024-09-09,24118,Approved
PO200877,C01450,2024-10-01,17960,Pending
PO200878,C02943,2024-11-09,5051,Approved
PO200879,C07809,2024-02-18,16268,Approved
PO200880,C09206,2024-11-24,14636,Pending
PO200881,C01307,2024-11-04,4224,Approved
PO200882,C02459,2024-01-24,12569,Delayed
PO200883,C02215,2024-03-02,6465,Approved
PO200884,C00651,2024-10-26,8037,Delayed
PO200885,C05418,2024-04-23,24996,Approved
PO200886,C03629,2024-05-26,23732,Delayed
PO200887,C06309,2024-05-06,10755,Approved
PO200888,C02598,2024-05-28,8499,Delayed
PO200889,C06427,2024-03-08,16452,Pending
PO200890,C05444,2024-06-24,7331,Approved
PO200891,C07117,2024-07-24,7998,Approved
PO200892,C07469,2024-06-15,7552,Pending
PO200893,C01694,2024-11-16,18912,Approved
PO200894,C01980,2024-12-29,19877,Approved
PO200895,C08544,2024-05-08,24822,Approved
PO200896,C01569,2024-08-01,18575,Approved
PO200897,C07045,2024-01-17,18637,Approved
PO200898,C02934,2024-09-08,15953,Pending
PO200899,C07278,2024-10-14,15006,Pending
PO200900,C07253,2024-03-01,10450,Approved
PO200901,C07694,2024-12-19,22131,Approved
PO200902,C06018,2024-06-13,21348,Approved
PO200903,C08153,2024-03-02,10633,Pending
PO200904,C01591,2024-08-25,13479,Approved
PO200905,C04285,2024-03-15,16325,Approved
PO200906,C06034,2024-02-16,22713,Pending
PO200907,C00612,2024-12-16,22262,Approved
PO200908,C05097,2024-12-11,10850,Approved
PO200909,C03761,2024-12-27,4640,Approved
PO200910,C08965,2024-11-12,1791,Approved
PO200911,C08386,2024-10-22,7083,Pending
PO200912,C09629,2024-08-13,24870,Pending
PO200913,C08174,2024-10-19,14999,Approved
PO200914,C09320,2024-09-19,2140,Approved
PO200915,C00795,2024-11-16,581,Approved
PO200916,C05492,2024-10-02,7104,Approved
PO200917,C09833,2024-05-02,17706,Approved
PO200918,C07349,2024-12-22,23368,Approved
PO200919,C03263,2024-11-20,20393,Approved
PO200920,C01426,2024-07-05,8988,Approved
PO200921,C08871,2024-04-01,18558,Pending
PO200922,C07363,2024-09-18,11936,Approved
PO200923,C06199,2024-10-28,22763,Approved
PO200924,C06637,2024-09-30,2246,Delayed
PO200925,C00404,2024-09-14,3902,Pending
PO200926,C09393,2024-07-27,21780,Delayed
PO200927,C08180,2024-10-11,18092,Approved
PO200928,C09067,2024-03-06,8890,Delayed
PO200929,C06440,2024-08-11,11874,Approved
PO200930,C03993,2024-02-02,8458,Approved
PO200931,C01774,2024-09-17,21685,Approved
PO200932,C05664,2024-01-31,22040,Approved
PO200933,C06332,2024-11-25,15771,Approved
PO200934,C04081,2024-03-08,9156,Approved
PO200935,C04450,2024-03-30,14649,Approved
PO200936,C07602,2024-01-04,1498,Approved
PO200937,C08998,2024-10-03,23473,Approved
PO200938,C06120,2024-04-25,14537,Approved
PO200939,C07061,2024-06-01,18065,Approved
PO200940,C00364,2024-03-21,15767,Approved
PO200941,C02113,2024-04-12,20962,Pending
PO200942,C00618,2024-06-20,8404,Approved
PO200943,C05633,2024-08-11,4046,Pending
PO200944,C05380,2024-05-07,15649,Approved
PO200945,C07082,2024-04-27,6170,Approved
PO200946,C08779,2024-05-22,5507,Approved
PO200947,C04228,2024-02-02,5488,Approved
PO200948,C00282,2024-04-18,6852,Pending
PO200949,C00968,2024-03-06,17358,Pending
PO200950,C05950,2024-06-06,10567,Pending
PO200951,C07743,2024-07-16,15386,Approved
PO200952,C05169,2024-08-13,10900,Approved
PO200953,C01798,2024-05-23,18714,Approved
PO200954,C06039,2024-08-27,22895,Approved
PO200955,C04979,2024-03-25,11158,Approved
PO200956,C06973,2024-12-27,21838,Approved
PO200957,C04890,2024-05-02,21752,Approved
PO200958,C08691,2024-04-16,18048,Approved
PO200959,C07419,2024-07-13,11140,Approved
PO200960,C05612,2024-12-24,13278,Approved
PO200961,C06254,2024-10-21,11658,Approved
PO200962,C02086,2024-11-20,12611,Approved
PO200963,C05527,2024-01-10,11838,Approved
PO200964,C02188,2024-12-13,21276,Approved
PO200965,C04627,2024-03-17,19898,Approved
PO200966,C05268,2024-09-06,2916,Approved
PO200967,C06945,2024-05-30,3431,Approved
PO200968,C03531,2024-03-06,11038,Approved
PO200969,C00967,2024-02-22,22584,Approved
PO200970,C09493,2024-09-08,2197,Pending
PO200971,C03378,2024-05-23,6609,Pending
PO200972,C06178,2024-03-05,18872,Pending
PO200973,C08732,2024-07-29,19864,Approved
PO200974,C05941,2024-11-03,19452,Delayed
PO200975,C03770,2024-12-06,4470,Delayed
PO200976,C01622,2024-04-22,14670,Approved
PO200977,C09782,2024-11-24,2211,Approved
PO200978,C00577,2024-11-25,10563,Approved
PO200979,C08755,2024-10-28,1932,Approved
PO200980,C05925,2024-01-03,10716,Approved
PO200981,C08134,2024-02-29,8582,Approved
PO200982,C00775,2024-01-26,22605,Pending
PO200983,C02079,2024-08-26,24405,Approved
PO200984,C06788,2024-08-27,21811,Approved
PO200985,C01395,2024-03-21,19307,Delayed
PO200986,C02522,2024-07-14,1578,Approved
PO200987,C05498,2024-02-06,22258,Pending
PO200988,C02072,2024-08-11,22579,Approved
PO200989,C05590,2024-08-11,10276,Approved
PO200990,C04225,2024-12-03,6469,Approved
PO200991,C08027,2024-07-11,8081,Approved
PO200992,C03004,2024-01-28,19282,Pending
PO200993,C06717,2024-01-22,11311,Approved
PO200994,C00664,2024-06-30,22243,Approved
PO200995,C04069,2024-11-05,13821,Pending
PO200996,C09785,2024-02-11,22831,Approved
PO200997,C04659,2024-04-03,19186,Approved
PO200998,C07754,2024-10-21,694,Pending
PO200999,C03136,2024-09-20,19703,Approved
PO201000,C00183,2024-12-26,2453,Approved
PO201001,C01530,2024-04-03,10203,Delayed
PO201002,C01270,2024-01-05,6952,Pending
PO201003,C00123,2024-04-17,21877,Approved
PO201004,C00762,2024-09-12,13874,Approved
PO201005,C06192,2024-05-19,12309,Pending
PO201006,C07109,2024-07-09,9914,Approved
PO201007,C00229,2024-03-06,19691,Approved
PO201008,C09352,2024-03-10,21163,Approved
PO201009,C08904,2024-09-25,14259,Approved
PO201010,C02697,2024-01-09,20288,Delayed
PO201011,C03979,2024-06-23,13766,Approved
PO201012,C06280,2024-10-04,6397,Delayed
PO201013,C02590,2024-07-22,4753,Approved
PO201014,C04251,2024-09-06,19584,Approved
PO201015,C08607,2024-04-18,7299,Pending
PO201016,C01589,2024-09-20,1485,Approved
PO201017,C08522,2024-03-28,22879,Approved
PO201018,C03131,2024-04-16,3384,Pending
PO201019,C06892,2024-03-11,19676,Delayed
PO201020,C03143,2024-12-16,17029,Approved
PO201021,C03435,2024-09-07,11868,Pending
PO201022,C03542,2024-10-01,21018,Approved
PO201023,C09824,2024-08-16,20587,Approved
PO201024,C02065,2024-11-01,20839,Approved
PO201025,C07146,2024-10-03,13805,Approved
PO201026,C06995,2024-11-30,19966,Pending
PO201027,C07347,2024-11-18,22587,Approved
PO201028,C00557,2024-10-10,9237,Approved
PO201029,C01385,2024-02-06,24971,Approved
PO201030,C02621,2024-07-30,14563,Pending
PO201031,C04894,2024-10-14,5700,Approved
PO201032,C07966,2024-02-24,22791,Approved
PO201033,C06564,2024-08-05,8894,Approved
PO201034,C03351,2024-11-19,6988,Approved
PO201035,C05497,2024-09-23,4697,Approved
PO201036,C06634,2024-04-08,13359,Approved
PO201037,C03248,2024-04-06,17903,Approved
PO201038,C00622,2024-05-04,15459,Approved
PO201039,C01456,2024-08-24,8052,Approved
PO201040,C09780,2024-10-22,19790,Approved
PO201041,C09762,2024-08-16,8632,Approved
PO201042,C08012,2024-05-17,754,Delayed
PO201043,C06734,2024-03-13,1017,Approved
PO201044,C05455,2024-01-17,12806,Approved
PO201045,C07511,2024-02-27,1813,Approved
PO201046,C06021,2024-01-12,13450,Pending
PO201047,C09246,2024-06-24,14887,Approved
PO201048,C01772,2024-06-04,4092,Approved
PO201049,C07818,2024-03-04,15636,Approved
PO201050,C03571,2024-12-21,13710,Approved
PO201051,C04615,2024-10-02,10110,Approved
PO201052,C07098,2024-03-06,15773,Approved
PO201053,C00149,2024-12-16,14384,Approved
PO201054,C05311,2024-06-07,1587,Pending
PO201055,C07824,2024-07-29,4440,Approved
PO201056,C09700,2024-08-22,15781,Pending
PO201057,C08429,2024-09-26,19294,Approved
PO201058,C03982,2024-11-17,7054,Approved
PO201059,C00574,2024-07-25,12769,Approved
PO201060,C05142,2024-10-24,2070,Pending
PO201061,C01292,2024-09-11,21917,Approved
PO201062,C00560,2024-07-09,12219,Pending
PO201063,C03413,2024-11-19,4216,Approved
PO201064,C03769,2024-09-14,23864,Approved
PO201065,C06870,2024-01-03,1148,Approved
PO201066,C02559,2024-07-23,16801,Approved
PO201067,C02835,2024-05-13,18242,Pending
PO201068,C06681,2024-03-05,15302,Approved
PO201069,C04675,2024-01-30,20990,Approved
PO201070,C04142,2024-10-24,18100,Approved
PO201071,C07234,2024-08-27,7775,Approved
PO201072,C05155,2024-11-09,23363,Delayed
PO201073,C08896,2024-11-17,2206,Delayed
PO201074,C03534,2024-12-20,22041,Approved
PO201075,C07147,2024-05-06,13233,Approved
PO201076,C01047,2024-06-04,13649,Delayed
PO201077,C08608,2024-07-14,23577,Approved
PO201078,C08162,2024-02-16,24003,Approved
PO201079,C05549,2024-07-14,20649,Pending
PO201080,C06879,2024-10-11,12700,Approved
PO201081,C02315,2024-03-08,21825,Approved
PO201082,C03438,2024-02-17,24834,Approved
PO201083,C04957,2024-06-10,23854,Approved
PO201084,C04191,2024-10-23,6895,Delayed
PO201085,C09674,2024-12-29,5315,Approved
PO201086,C01465,2024-01-05,20069,Delayed
PO201087,C07722,2024-03-02,5311,Approved
