interaction_id,customer_id,date,interaction_type,issue_category,notes
I300438,C08719,2024-07-21,Email,Late Payment,Interaction logged
I300439,C01551,2024-07-16,Call,Late Payment,Interaction logged
I300440,C05488,2024-01-15,Call,Service Issue,Interaction logged
I300441,C07659,2024-06-24,Meeting,Billing Question,Interaction logged
I300442,C04734,2024-01-10,Call,Service Issue,Interaction logged
I300443,C03605,2024-04-08,Call,PO Approval,Interaction logged
I300444,C08858,2024-01-26,Email,PO Approval,Interaction logged
I300445,C07922,2024-08-25,Email,PO Approval,Interaction logged
I300446,C08679,2024-09-10,Email,Service Issue,Interaction logged
I300447,C07813,2024-09-19,Meeting,Service Issue,Interaction logged
I300448,C02105,2024-06-21,Call,Late Payment,Interaction logged
I300449,C06071,2024-09-04,Email,Service Issue,Interaction logged
I300450,C09533,2024-02-09,Meeting,PO Approval,Interaction logged
I300451,C00068,2025-02-28,Email,Service Issue,Interaction logged
I300452,C00703,2024-07-26,Email,Service Issue,Interaction logged
I300453,C09148,2024-02-21,Email,Late Payment,Interaction logged
I300454,C06238,2024-01-23,Meeting,Late Payment,Interaction logged
I300455,C09419,2024-05-24,Email,Service Issue,Interaction logged
I300456,C00823,2025-02-14,Call,PO Approval,Interaction logged
I300457,C09574,2024-02-09,Call,Service Issue,Interaction logged
I300458,C07388,2024-04-21,Email,Billing Question,Interaction logged
I300459,C09825,2025-03-18,Call,Service Issue,Interaction logged
I300460,C01287,2024-03-02,Meeting,Service Issue,Interaction logged
I300461,C09056,2024-08-13,Call,Billing Question,Interaction logged
I300462,C07096,2024-12-08,Meeting,Service Issue,Interaction logged
I300463,C08494,2024-05-25,Call,Late Payment,Interaction logged
I300464,C09724,2025-02-19,Email,Billing Question,Interaction logged
I300465,C04269,2024-07-09,Call,Service Issue,Interaction logged
I300466,C01210,2024-03-05,Email,PO Approval,Interaction logged
I300467,C07013,2024-06-12,Meeting,PO Approval,Interaction logged
I300468,C01835,2024-06-30,Email,Late Payment,Interaction logged
I300469,C05222,2024-02-11,Meeting,PO Approval,Interaction logged
I300470,C04774,2024-04-17,Call,Billing Question,Interaction logged
I300471,C06093,2024-06-25,Call,Service Issue,Interaction logged
I300472,C00477,2024-11-28,Call,PO Approval,Interaction logged
I300473,C09973,2025-02-13,Email,Late Payment,Interaction logged
I300474,C02802,2024-05-12,Meeting,Late Payment,Interaction logged
I300475,C07895,2024-10-23,Email,Billing Question,Interaction logged
I300476,C05986,2025-02-26,Email,Service Issue,Interaction logged
I300477,C04768,2024-06-18,Meeting,Billing Question,Interaction logged
I300478,C06401,2024-02-22,Email,Billing Question,Interaction logged
I300479,C03135,2024-06-25,Call,Late Payment,Interaction logged
I300480,C04742,2024-11-30,Call,PO Approval,Interaction logged
I300481,C08924,2024-07-09,Meeting,Service Issue,Interaction logged
I300482,C04344,2024-12-19,Call,PO Approval,Interaction logged
I300483,C00528,2024-05-29,Email,Late Payment,Interaction logged
I300484,C07540,2024-01-11,Call,Late Payment,Interaction logged
I300485,C00855,2024-10-09,Meeting,Service Issue,Interaction logged
I300486,C09916,2025-03-02,Meeting,Billing Question,Interaction logged
I300487,C04708,2024-12-01,Call,PO Approval,Interaction logged
I300488,C06697,2024-10-15,Call,Late Payment,Interaction logged
I300489,C01968,2024-04-30,Meeting,Late Payment,Interaction logged
I300490,C01631,2024-02-29,Email,Service Issue,Interaction logged
I300491,C05475,2024-03-15,Call,Service Issue,Interaction logged
I300492,C00080,2024-03-27,Meeting,Late Payment,Interaction logged
I300493,C09113,2024-04-18,Meeting,Service Issue,Interaction logged
I300494,C06487,2024-04-04,Meeting,Late Payment,Interaction logged
I300495,C04001,2024-08-17,Email,PO Approval,Interaction logged
I300496,C08560,2024-04-05,Meeting,PO Approval,Interaction logged
I300497,C02175,2024-05-15,Call,Late Payment,Interaction logged
I300498,C06453,2024-05-21,Call,Service Issue,Interaction logged
I300499,C03079,2024-02-28,Meeting,Billing Question,Interaction logged
I300500,C03863,2024-10-24,Meeting,Billing Question,Interaction logged
I300501,C09419,2024-01-07,Meeting,PO Approval,Interaction logged
I300502,C09653,2024-06-16,Meeting,Late Payment,Interaction logged
I300503,C01483,2024-07-20,Call,Billing Question,Interaction logged
I300504,C01560,2024-12-10,Call,Service Issue,Interaction logged
I300505,C07606,2024-08-15,Meeting,Billing Question,Interaction logged
I300506,C00246,2024-05-24,Call,Late Payment,Interaction logged
I300507,C02123,2024-11-16,Call,Late Payment,Interaction logged
I300508,C02250,2024-05-28,Email,Billing Question,Interaction logged
I300509,C02041,2024-03-16,Email,Late Payment,Interaction logged
I300510,C01588,2024-12-31,Email,Service Issue,Interaction logged
I300511,C07224,2025-01-06,Meeting,PO Approval,Interaction logged
I300512,C09847,2025-02-27,Email,PO Approval,Interaction logged
I300513,C07669,2025-03-08,Call,PO Approval,Interaction logged
I300514,C06951,2024-11-22,Meeting,PO Approval,Interaction logged
I300515,C06969,2024-02-16,Meeting,PO Approval,Interaction logged
I300516,C00447,2024-06-19,Email,Billing Question,Interaction logged
I300517,C03337,2024-03-19,Call,PO Approval,Interaction logged
I300518,C07034,2024-02-25,Call,PO Approval,Interaction logged
I300519,C01538,2024-08-13,Meeting,Service Issue,Interaction logged
I300520,C01570,2024-11-10,Email,PO Approval,Interaction logged
I300521,C07874,2024-08-01,Meeting,Billing Question,Interaction logged
I300522,C03658,2024-03-23,Meeting,Service Issue,Interaction logged
I300523,C05931,2024-10-22,Call,Late Payment,Interaction logged
I300524,C06010,2024-03-21,Meeting,Late Payment,Interaction logged
I300525,C03497,2024-08-22,Meeting,Billing Question,Interaction logged
I300526,C03974,2024-04-17,Email,Service Issue,Interaction logged
I300527,C06638,2024-09-02,Meeting,Service Issue,Interaction logged
I300528,C00974,2025-02-19,Email,Service Issue,Interaction logged
I300529,C08604,2024-04-15,Email,Service Issue,Interaction logged
I300530,C00183,2024-01-23,Call,Late Payment,Interaction logged
I300531,C04857,2024-05-11,Meeting,PO Approval,Interaction logged
I300532,C00566,2024-01-01,Meeting,PO Approval,Interaction logged
I300533,C09189,2024-08-25,Email,Late Payment,Interaction logged
I300534,C00727,2024-12-14,Email,Service Issue,Interaction logged
I300535,C00742,2024-05-11,Call,Billing Question,Interaction logged
I300536,C06771,2025-03-22,Call,Service Issue,Interaction logged
I300537,C06125,2024-08-16,Email,Service Issue,Interaction logged
I300538,C05554,2024-01-27,Meeting,Service Issue,Interaction logged
I300539,C01089,2024-06-29,Call,Service Issue,Interaction logged
I300540,C01633,2025-03-06,Meeting,PO Approval,Interaction logged
I300541,C00728,2024-12-26,Meeting,Billing Question,Interaction logged
I300542,C01532,2024-06-24,Email,Late Payment,Interaction logged
I300543,C02170,2024-11-28,Email,Billing Question,Interaction logged
I300544,C03719,2024-07-13,Email,Billing Question,Interaction logged
I300545,C00704,2024-09-01,Meeting,Billing Question,Interaction logged
I300546,C07058,2025-01-17,Call,Billing Question,Interaction logged
I300547,C09250,2025-02-24,Email,Billing Question,Interaction logged
I300548,C04162,2024-05-13,Call,Late Payment,Interaction logged
I300549,C00789,2025-01-28,Meeting,Service Issue,Interaction logged
I300550,C04401,2024-03-27,Meeting,Service Issue,Interaction logged
I300551,C03015,2024-05-04,Meeting,Billing Question,Interaction logged
I300552,C07068,2024-11-07,Call,PO Approval,Interaction logged
I300553,C03872,2025-01-15,Meeting,PO Approval,Interaction logged
I300554,C05972,2024-03-01,Meeting,PO Approval,Interaction logged
I300555,C06845,2024-11-30,Call,Late Payment,Interaction logged
I300556,C04537,2024-12-02,Call,Billing Question,Interaction logged
I300557,C08754,2024-07-06,Email,PO Approval,Interaction logged
I300558,C00321,2024-06-05,Call,Late Payment,Interaction logged
I300559,C08608,2024-06-15,Call,Billing Question,Interaction logged
I300560,C08613,2025-02-20,Call,PO Approval,Interaction logged
I300561,C07326,2024-08-06,Meeting,PO Approval,Interaction logged
I300562,C06928,2024-08-19,Meeting,Service Issue,Interaction logged
I300563,C07855,2025-03-25,Email,PO Approval,Interaction logged
I300564,C02981,2024-05-03,Call,Billing Question,Interaction logged
I300565,C07148,2024-08-24,Email,Service Issue,Interaction logged
I300566,C04705,2024-06-30,Call,Billing Question,Interaction logged
I300567,C09575,2024-07-14,Meeting,PO Approval,Interaction logged
I300568,C06979,2024-08-30,Call,PO Approval,Interaction logged
I300569,C07859,2024-06-19,Meeting,Late Payment,Interaction logged
I300570,C00133,2024-11-10,Call,Billing Question,Interaction logged
I300571,C02020,2024-01-13,Meeting,PO Approval,Interaction logged
I300572,C09894,2024-01-06,Meeting,Billing Question,Interaction logged
I300573,C00434,2024-05-23,Call,PO Approval,Interaction logged
I300574,C09609,2024-03-08,Email,Service Issue,Interaction logged
I300575,C07807,2025-02-12,Email,Late Payment,Interaction logged
I300576,C05144,2024-02-02,Meeting,PO Approval,Interaction logged
I300577,C03637,2024-08-09,Meeting,PO Approval,Interaction logged
I300578,C04955,2024-08-10,Email,Late Payment,Interaction logged
I300579,C05463,2024-04-17,Email,Service Issue,Interaction logged
I300580,C01079,2024-07-31,Meeting,Late Payment,Interaction logged
I300581,C00354,2025-01-27,Call,PO Approval,Interaction logged
I300582,C02631,2025-01-03,Call,PO Approval,Interaction logged
I300583,C03841,2024-04-11,Meeting,Late Payment,Interaction logged
I300584,C08846,2024-08-21,Email,Service Issue,Interaction logged
I300585,C08598,2024-08-23,Email,Late Payment,Interaction logged
I300586,C02148,2024-04-19,Meeting,PO Approval,Interaction logged
I300587,C07229,2025-01-06,Call,PO Approval,Interaction logged
I300588,C05319,2024-02-26,Call,Service Issue,Interaction logged
I300589,C02170,2025-03-23,Meeting,Service Issue,Interaction logged
I300590,C05458,2024-10-10,Meeting,Service Issue,Interaction logged
I300591,C00564,2025-03-12,Call,Billing Question,Interaction logged
I300592,C05991,2024-06-14,Call,PO Approval,Interaction logged
I300593,C02731,2024-02-01,Email,Late Payment,Interaction logged
I300594,C04931,2024-12-08,Email,Service Issue,Interaction logged
I300595,C09151,2024-06-18,Email,Billing Question,Interaction logged
I300596,C05997,2024-02-22,Meeting,Billing Question,Interaction logged
I300597,C03349,2024-04-24,Call,PO Approval,Interaction logged
I300598,C04030,2024-03-27,Call,Service Issue,Interaction logged
I300599,C07891,2024-06-26,Email,Service Issue,Interaction logged
I300600,C06420,2024-11-19,Email,Late Payment,Interaction logged
I300601,C04503,2024-01-06,Call,Service Issue,Interaction logged
I300602,C04234,2024-08-03,Call,Service Issue,Interaction logged
I300603,C01260,2025-01-03,Call,Billing Question,Interaction logged
I300604,C04507,2024-07-29,Meeting,Billing Question,Interaction logged
I300605,C07032,2024-04-14,Email,PO Approval,Interaction logged
I300606,C00670,2024-08-15,Email,Billing Question,Interaction logged
I300607,C03107,2024-08-16,Email,Late Payment,Interaction logged
I300608,C03429,2025-01-23,Meeting,Late Payment,Interaction logged
I300609,C04039,2024-08-19,Call,Billing Question,Interaction logged
I300610,C00126,2024-07-05,Call,Billing Question,Interaction logged
I300611,C03898,2025-02-24,Meeting,Service Issue,Interaction logged
I300612,C05340,2024-12-26,Meeting,PO Approval,Interaction logged
I300613,C07323,2024-02-18,Email,Billing Question,Interaction logged
I300614,C00680,2024-03-25,Email,PO Approval,Interaction logged
I300615,C00274,2024-05-22,Email,Billing Question,Interaction logged
I300616,C04467,2024-11-09,Email,Billing Question,Interaction logged
I300617,C04697,2025-03-12,Email,Service Issue,Interaction logged
I300618,C05939,2024-04-06,Call,Service Issue,Interaction logged
I300619,C03820,2024-11-14,Email,Billing Question,Interaction logged
I300620,C09907,2024-12-30,Call,Service Issue,Interaction logged
I300621,C05312,2024-12-17,Meeting,PO Approval,Interaction logged
I300622,C09799,2024-09-01,Call,Billing Question,Interaction logged
I300623,C04593,2024-05-22,Email,PO Approval,Interaction logged
I300624,C00132,2024-11-06,Email,Service Issue,Interaction logged
I300625,C09560,2024-12-03,Email,Billing Question,Interaction logged
I300626,C07419,2024-12-25,Meeting,PO Approval,Interaction logged
I300627,C04290,2024-03-01,Email,Late Payment,Interaction logged
I300628,C04238,2024-08-08,Call,Service Issue,Interaction logged
I300629,C05720,2024-08-22,Email,PO Approval,Interaction logged
I300630,C03728,2025-03-09,Email,PO Approval,Interaction logged
I300631,C00210,2024-04-12,Call,Late Payment,Interaction logged
I300632,C08101,2024-03-04,Email,Service Issue,Interaction logged
I300633,C07214,2024-05-25,Email,PO Approval,Interaction logged
I300634,C08480,2024-10-09,Meeting,Service Issue,Interaction logged
I300635,C04126,2024-05-27,Call,Service Issue,Interaction logged
I300636,C03070,2024-01-27,Email,Late Payment,Interaction logged
I300637,C09408,2024-01-01,Meeting,Service Issue,Interaction logged
I300638,C02882,2025-01-12,Call,Service Issue,Interaction logged
I300639,C00257,2024-09-26,Email,Late Payment,Interaction logged
I300640,C00898,2024-05-16,Email,Late Payment,Interaction logged
I300641,C06398,2025-03-08,Meeting,Billing Question,Interaction logged
I300642,C03472,2024-10-10,Meeting,Late Payment,Interaction logged
I300643,C09860,2025-02-14,Meeting,Billing Question,Interaction logged
I300644,C07569,2024-04-18,Email,Service Issue,Interaction logged
I300645,C06533,2024-12-02,Meeting,Billing Question,Interaction logged
I300646,C02885,2024-04-17,Email,Service Issue,Interaction logged
I300647,C01567,2024-03-19,Call,Late Payment,Interaction logged
I300648,C03760,2024-05-04,Meeting,Late Payment,Interaction logged
I300649,C05508,2024-02-08,Call,PO Approval,Interaction logged
I300650,C03097,2025-01-04,Email,Late Payment,Interaction logged
I300651,C06362,2024-08-02,Email,Service Issue,Interaction logged
I300652,C00424,2025-01-22,Meeting,PO Approval,Interaction logged
I300653,C09338,2024-07-09,Email,Service Issue,Interaction logged
I300654,C00940,2024-04-05,Email,Late Payment,Interaction logged
I300655,C01065,2025-02-03,Email,Service Issue,Interaction logged
I300656,C08026,2024-12-05,Meeting,Late Payment,Interaction logged
I300657,C03969,2024-09-12,Meeting,PO Approval,Interaction logged
I300658,C05789,2024-08-06,Call,Service Issue,Interaction logged
I300659,C00190,2024-04-05,Meeting,Service Issue,Interaction logged
I300660,C03993,2024-01-09,Meeting,Late Payment,Interaction logged
I300661,C02047,2025-02-03,Meeting,Service Issue,Interaction logged
I300662,C02113,2024-10-12,Email,Late Payment,Interaction logged
I300663,C08002,2024-07-25,Call,Billing Question,Interaction logged
I300664,C03311,2024-07-30,Meeting,Late Payment,Interaction logged
I300665,C02120,2024-04-27,Meeting,PO Approval,Interaction logged
I300666,C07941,2024-05-24,Meeting,PO Approval,Interaction logged
I300667,C06480,2024-04-24,Call,Late Payment,Interaction logged
I300668,C04278,2025-01-26,Meeting,Late Payment,Interaction logged
I300669,C06354,2024-06-06,Email,Late Payment,Interaction logged
I300670,C08855,2025-03-01,Meeting,Late Payment,Interaction logged
I300671,C07015,2025-03-16,Call,Service Issue,Interaction logged
I300672,C02427,2024-03-20,Call,Service Issue,Interaction logged
I300673,C03271,2024-01-07,Email,Billing Question,Interaction logged
I300674,C04957,2024-09-19,Email,PO Approval,Interaction logged
I300675,C09318,2024-09-24,Call,Billing Question,Interaction logged
I300676,C00922,2024-07-07,Email,Service Issue,Interaction logged
I300677,C02099,2024-07-01,Email,PO Approval,Interaction logged
I300678,C06736,2024-01-16,Email,Late Payment,Interaction logged
I300679,C04064,2025-01-27,Email,Service Issue,Interaction logged
I300680,C07134,2024-08-25,Email,Service Issue,Interaction logged
I300681,C05988,2024-07-03,Email,Service Issue,Interaction logged
I300682,C03615,2024-01-03,Meeting,PO Approval,Interaction logged
I300683,C00562,2024-02-05,Meeting,Service Issue,Interaction logged
I300684,C06068,2024-07-26,Email,PO Approval,Interaction logged
I300685,C05856,2024-09-24,Call,Late Payment,Interaction logged
I300686,C04594,2025-02-28,Meeting,PO Approval,Interaction logged
I300687,C04286,2024-09-26,Call,Billing Question,Interaction logged
